loan_id,origination_SeriousDlqin2yrs,origination_RevolvingUtilizationOfUnsecuredLines,origination_age,origination_NumberOfTime30-59DaysPastDueNotWorse,origination_DebtRatio,origination_MonthlyIncome,origination_NumberOfOpenCreditLinesAndLoans,origination_NumberOfTimes90DaysLate,origination_NumberRealEstateLoansOrLines,origination_NumberOfTime60-89DaysPastDueNotWorse,origination_NumberOfDependents,origination_origination_PD,current_SeriousDlqin2yrs,current_RevolvingUtilizationOfUnsecuredLines,current_age,current_NumberOfTime30-59DaysPastDueNotWorse,current_DebtRatio,current_MonthlyIncome,current_NumberOfOpenCreditLinesAndLoans,current_NumberOfTimes90DaysLate,current_NumberRealEstateLoansOrLines,current_NumberOfTime60-89DaysPastDueNotWorse,current_NumberOfDependents,current_origination_PD,current_trajectory,current_current_PD,pd_origin,pd_current,product_type,security_status,collateral_type,balance,ead,eir,remaining_lifetime_months,lgd_category,lgd,default_status
73,0,0.294756011,59,0,0.563535912,4886.0,20,0,3,0,3.0,0.33918634,0,0.30116185284993713,61,0.0,0.5748804698825312,4513.638887416798,20.0,0.0,3.0,0.0,3.0,0.33918634,stable,0.41517255,0.33918634,0.41517255,credit_card,unsecured,,11210.814242712437,11210.814242712437,0.20371349604955324,17,LGD_CREDIT_CARD,0.55,0
74,1,0.76147208,46,0,0.494569902,5800.0,7,0,1,0,2.0,0.46473753,1,0.7457694093338583,48,0.0,0.4988044650730158,6155.421946549834,7.0,0.0,1.0,0.0,2.0,0.46473753,stable,0.3917399,0.46473753,0.3917399,auto_loan,secured,vehicle,36217.789172359866,36217.789172359866,0.06416773972205805,67,LGD_AUTO,0.25,1
75,0,0.009004321,46,0,0.017327557,3000.0,7,0,0,0,0.0,0.13500291,0,0.008620610895055,48,0.0,0.01831851094788932,3083.71554497622,7.0,0.0,0.0,0.0,0.0,0.13500291,stable,0.6904929,0.13500291,0.6904929,auto_loan,secured,vehicle,34132.39342629406,34132.39342629406,0.07021843313940009,54,LGD_AUTO,0.25,1
76,0,0.408433359,42,0,0.468075437,4400.0,7,0,1,0,1.0,0.3063504,0,0.4102070421675306,44,0.0,0.5018777050618827,4427.532763188216,7.0,0.0,1.0,0.0,1.0,0.3063504,stable,0.23886554,0.3063504,0.23886554,credit_card,unsecured,,1363.793084649985,1363.793084649985,0.17141423750393792,24,LGD_CREDIT_CARD,0.55,0
77,0,0.019811546,56,0,0.067488752,6000.0,19,0,1,0,0.0,0.1192704,0,0.020184200944987227,58,0.0,0.0719027177383117,6290.091671116353,19.0,0.0,1.0,0.0,0.0,0.1192704,stable,0.093610965,0.1192704,0.093610965,credit_card,unsecured,,12108.465297052879,12108.465297052879,0.19657324413494975,2,LGD_CREDIT_CARD,0.55,0
78,0,0.0,56,1,0.500549945,10000.0,8,0,2,0,2.0,0.25932717,0,0.0,58,2.0,0.547286926948851,9523.69539167679,8.0,1.0,2.0,1.0,2.0,0.25932717,deteriorating,0.19774365,0.25932717,0.19774365,credit_card,unsecured,,9211.321704421445,9211.321704421445,0.20391402858753024,20,LGD_CREDIT_CARD,0.55,0
79,0,0.982120773,51,0,0.328345802,9623.0,9,0,2,0,1.0,0.44797572,0,1.0,53,0.0,0.3220501112690678,10517.665274327337,9.0,0.0,2.0,0.0,1.0,0.44797572,stable,0.36269358,0.44797572,0.36269358,credit_card,unsecured,,16046.31439120513,16046.31439120513,0.16350039067388636,6,LGD_CREDIT_CARD,0.55,1
80,0,0.81821487,66,0,0.098320813,4525.0,12,0,0,0,0.0,0.34286517,0,0.8284861218457441,68,0.0,0.10087761691023964,4489.716429635511,12.0,0.0,0.0,0.0,0.0,0.34286517,stable,0.3323017,0.34286517,0.3323017,credit_card,unsecured,,5053.6190673880765,5053.6190673880765,0.17149030684176658,7,LGD_CREDIT_CARD,0.55,1
81,0,0.851893513,31,0,0.155576382,3200.0,2,0,0,0,0.0,0.47488362,0,0.8299874464919424,33,0.0,0.15090910140574146,3335.5836826519335,2.0,0.0,0.0,0.0,0.0,0.47488362,stable,0.4604253,0.47488362,0.4604253,credit_card,unsecured,,1687.9244932280308,1687.9244932280308,0.17282357438404072,39,LGD_CREDIT_CARD,0.55,1
82,0,0.132956425,48,0,0.630987182,4446.0,7,0,1,0,2.0,0.2071325,0,0.12442841590509916,50,1.0,0.6008463008981266,4440.194500246863,7.0,1.0,1.0,0.0,2.0,0.2071325,deteriorating,0.18782687,0.2071325,0.18782687,credit_card,unsecured,,9663.46882559897,9663.46882559897,0.19875373154528037,15,LGD_CREDIT_CARD,0.55,0
83,0,0.103955339,59,0,0.241543734,6710.0,17,0,2,0,1.0,0.074639454,0,0.07212760327737588,61,0.0,0.22842474808662827,6949.428656699263,17.0,0.0,2.0,0.0,1.0,0.074639454,improving,0.11651492,0.074639454,0.11651492,credit_card,unsecured,,13907.447536471003,13907.447536471003,0.1892592514267795,17,LGD_CREDIT_CARD,0.55,0
84,0,0.0,59,0,0.033996762,10500.0,9,0,0,0,0.0,0.07613479,0,0.0,61,0.0,0.032866450660898196,11542.087549308273,9.0,0.0,0.0,0.0,0.0,0.07613479,improving,0.41298935,0.07613479,0.41298935,credit_card,unsecured,,12493.07723843673,12493.07723843673,0.20403667661784847,22,LGD_CREDIT_CARD,0.55,0
85,0,0.653869226,62,0,0.389566613,6229.0,6,0,1,0,3.0,0.35396573,0,0.7047372416067491,64,0.0,0.4063730388400702,6446.709758890455,6.0,0.0,1.0,0.0,3.0,0.35396573,deteriorating,0.93508476,0.35396573,0.93508476,auto_loan,secured,vehicle,25440.93985723181,25440.93985723181,0.06288829667465193,70,LGD_AUTO,0.25,1
86,0,0.042296246,42,0,0.268591772,7583.0,13,0,2,0,3.0,0.09507158,0,0.03858720381109598,44,0.0,0.2543387750551904,8155.486655412223,13.0,0.0,2.0,0.0,3.0,0.09507158,stable,0.06620387,0.09507158,0.06620387,credit_card,unsecured,,2226.7545032401254,2226.7545032401254,0.2039283127701879,10,LGD_CREDIT_CARD,0.55,0
87,0,0.005216938,74,0,1.0,0.0,4,0,0,0,0.0,0.043802198,0,0.00621055133051018,76,0.0,1.0639005432998438,4667.023131097333,4.0,0.0,0.0,1.0,0.0,0.043802198,deteriorating,0.059968125,0.043802198,0.059968125,mortgage,secured,real_estate,212878.93325158925,212878.93325158925,0.061309105383252745,137,LGD_MORTGAGE,0.1,0
88,0,0.397824817,55,0,0.116446579,9995.0,6,0,1,0,1.0,0.1640654,0,0.4138904197343516,57,0.0,0.11029953620154381,9871.210525854816,6.0,0.0,1.0,0.0,1.0,0.1640654,stable,0.07197981,0.1640654,0.07197981,credit_card,unsecured,,4131.433441392526,4131.433441392526,0.2242209769736124,41,LGD_CREDIT_CARD,0.55,0
89,0,0.0,41,2,0.287486179,20800.0,12,0,1,1,5.0,0.5322995,0,0.0,43,2.0,0.3041904103045764,22893.35422156314,12.0,0.0,1.0,1.0,5.0,0.5322995,stable,0.65055627,0.5322995,0.65055627,mortgage,secured,real_estate,290023.4085822342,290023.4085822342,0.05799141683374416,260,LGD_MORTGAGE,0.1,0
90,1,0.221007496,61,0,0.618258353,3800.0,10,0,2,0,0.0,0.22775242,1,0.2667042704349215,63,1.0,0.6491677142167838,3617.733160386396,10.0,1.0,2.0,0.0,0.0,0.22775242,deteriorating,0.20712519,0.22775242,0.20712519,credit_card,unsecured,,8844.128659598893,8844.128659598893,0.19514976635519643,10,LGD_CREDIT_CARD,0.55,0
91,0,0.030723037,37,0,0.513137558,5175.0,10,0,2,0,0.0,0.21515703,0,0.030544576605092966,39,0.0,0.5188436362141925,5726.149120144442,10.0,0.0,2.0,0.0,0.0,0.21515703,stable,0.6270796,0.21515703,0.6270796,credit_card,unsecured,,18324.97365804198,18324.97365804198,0.22503377933383614,9,LGD_CREDIT_CARD,0.55,1
92,0,0.523856126,39,0,0.340653662,7740.0,13,0,1,0,1.0,0.41210422,0,0.5294493972592436,41,0.0,0.3275365732791177,8640.80524661486,13.0,0.0,1.0,0.0,1.0,0.41210422,stable,0.6199725,0.41210422,0.6199725,credit_card,unsecured,,5950.140618870972,5950.140618870972,0.19412764343346267,27,LGD_CREDIT_CARD,0.55,1
93,0,0.0,51,0,0.355552363,6960.0,7,0,1,0,0.0,0.14798206,0,0.0,53,0.0,0.34504104540179326,7320.814211891856,7.0,0.0,1.0,0.0,0.0,0.14798206,stable,0.16303079,0.14798206,0.16303079,credit_card,unsecured,,5000.041358496975,5000.041358496975,0.19023951406378498,26,LGD_CREDIT_CARD,0.55,0
94,0,0.016361242,57,0,0.220898258,12000.0,24,0,1,0,2.0,0.09477036,0,0.01646968804307198,59,0.0,0.22039167753222702,12993.714214176332,24.0,0.0,1.0,0.0,2.0,0.09477036,stable,0.17534709,0.09477036,0.17534709,credit_card,unsecured,,3554.819457493355,3554.819457493355,0.18691383784679078,30,LGD_CREDIT_CARD,0.55,0
95,0,0.317984571,64,0,0.251974347,18866.0,12,0,2,0,0.0,0.0787472,0,0.3300168660454825,66,0.0,0.2630473571276919,20138.117480564993,12.0,0.0,2.0,0.0,0.0,0.0787472,stable,0.06239438,0.0787472,0.06239438,mortgage,secured,real_estate,296727.4349616406,296727.4349616406,0.05788968649375262,178,LGD_MORTGAGE,0.1,0
96,0,0.010522704,86,0,0.196695096,1875.0,10,0,1,0,0.0,0.07404647,0,0.009589046243374174,88,0.0,0.18612596680755503,1895.4651384132176,10.0,0.0,1.0,0.0,0.0,0.07404647,improving,0.07274232,0.07404647,0.07274232,mortgage,secured,real_estate,327787.41176363215,327787.41176363215,0.059635874108435565,170,LGD_MORTGAGE,0.1,0
97,0,0.195046916,33,0,0.398522382,2300.0,10,0,1,0,1.0,0.32530266,0,0.236202520777076,35,1.0,0.440300077142166,2379.303646890741,10.0,1.0,1.0,1.0,1.0,0.32530266,deteriorating,0.2714923,0.32530266,0.2714923,credit_card,unsecured,,10823.843568921318,10823.843568921318,0.20733435333625705,12,LGD_CREDIT_CARD,0.55,1
98,0,0.033715834,66,0,0.382860867,3068.0,8,0,1,0,0.0,0.11292001,0,0.02916095374424639,68,0.0,0.311848050719659,3409.382679121155,8.0,0.0,1.0,0.0,0.0,0.11292001,improving,0.6289816,0.11292001,0.6289816,credit_card,unsecured,,2826.276671810612,2826.276671810612,0.1918163567657329,22,LGD_CREDIT_CARD,0.55,0
99,0,0.002205726,64,0,0.160641711,14024.0,17,0,1,0,0.0,0.05871669,0,0.0021825903635821005,66,0.0,0.14685309997879567,15703.593327187811,17.0,0.0,1.0,0.0,0.0,0.05871669,stable,0.2947428,0.05871669,0.2947428,credit_card,unsecured,,2540.61639804797,2540.61639804797,0.1968723583204932,13,LGD_CREDIT_CARD,0.55,0
100,0,0.034645112,65,0,0.125189985,12500.0,4,0,1,0,1.0,0.032653343,0,0.03532290739612471,67,0.0,0.134881995132302,12370.344990484395,4.0,0.0,1.0,0.0,1.0,0.032653343,stable,0.25715813,0.032653343,0.25715813,credit_card,unsecured,,5572.677347775062,5572.677347775062,0.1796236059885349,32,LGD_CREDIT_CARD,0.55,0
101,0,1.262719106,65,0,0.464468288,17800.0,20,0,3,0,1.0,0.43240485,0,1.0,67,2.0,0.5223965699749349,17227.467711002417,20.0,0.0,3.0,0.0,1.0,0.43240485,deteriorating,0.47318166,0.43240485,0.47318166,credit_card,unsecured,,5287.135109733992,5287.135109733992,0.17647519433026587,23,LGD_CREDIT_CARD,0.55,0
102,0,0.212264597,32,0,0.087685915,25750.0,10,0,1,0,3.0,0.15485768,0,0.21520853120080005,34,0.0,0.08898060273687794,26123.501654359603,10.0,0.0,1.0,0.0,3.0,0.15485768,stable,0.20990904,0.15485768,0.20990904,credit_card,unsecured,,5552.3495109957485,5552.3495109957485,0.17888531985555087,16,LGD_CREDIT_CARD,0.55,0
103,1,0.867949444,62,1,0.456806283,4583.0,15,0,1,0,3.0,0.7868774,1,0.865661220566976,64,1.0,0.4752571591215206,4893.044435767515,15.0,0.0,1.0,0.0,3.0,0.7868774,stable,0.48695308,0.7868774,0.48695308,credit_card,unsecured,,8143.386846241073,8143.386846241073,0.193384729343314,17,LGD_CREDIT_CARD,0.55,1
104,0,0.319600499,61,0,0.00137228,5100.0,4,0,0,0,1.0,0.32842633,0,0.2976965126663351,63,0.0,0.0011950908438872992,6297.008118803991,4.0,0.0,0.0,0.0,1.0,0.32842633,improving,0.18748651,0.32842633,0.18748651,auto_loan,secured,vehicle,48952.55923600525,48952.55923600525,0.062167472935244036,53,LGD_AUTO,0.25,1
105,0,0.469248033,42,1,0.168598939,5088.0,9,0,0,0,0.0,0.5516912,0,0.3702961801039443,44,1.0,0.17217499594834826,5820.657792155855,9.0,0.0,0.0,0.0,0.0,0.5516912,improving,0.4291707,0.5516912,0.4291707,credit_card,unsecured,,9053.914394018786,9053.914394018786,0.21408329558382672,17,LGD_CREDIT_CARD,0.55,0
106,0,0.016842105,58,0,0.096195977,5020.0,9,0,0,0,0.0,0.122939624,0,0.016624935776369802,60,0.0,0.08686493422593207,5596.135806966922,9.0,0.0,0.0,0.0,0.0,0.122939624,improving,0.09577426,0.122939624,0.09577426,credit_card,unsecured,,2686.8053884379306,2686.8053884379306,0.17608667665624048,16,LGD_CREDIT_CARD,0.55,1
107,0,0.785020281,29,2,0.323823458,4100.0,7,2,0,0,0.0,0.9296551,0,0.6754275192026216,31,1.0,0.263118553266904,5088.63501495157,7.0,2.0,0.0,0.0,0.0,0.9296551,improving,0.92513216,0.9296551,0.92513216,mortgage,secured,real_estate,280125.91115010885,280125.91115010885,0.06273125467524149,197,LGD_MORTGAGE,0.1,1
108,0,0.0,35,0,0.33406406,8210.0,7,0,1,0,1.0,0.14888719,0,0.0,37,0.0,0.2957895132164838,8774.397239509468,7.0,0.0,1.0,0.0,1.0,0.14888719,improving,0.14585471,0.14888719,0.14585471,credit_card,unsecured,,2508.175745223736,2508.175745223736,0.23290251789033573,7,LGD_CREDIT_CARD,0.55,0
109,0,0.880013332,62,0,0.138469039,2050.0,8,0,0,0,0.0,0.56008035,0,0.5703685833640445,64,0.0,0.13750510665282445,2343.3501037371884,8.0,0.0,0.0,0.0,0.0,0.56008035,improving,0.4364913,0.56008035,0.4364913,mortgage,secured,real_estate,214482.08818330028,214482.08818330028,0.06286709308877007,207,LGD_MORTGAGE,0.1,0
110,0,0.632247596,68,0,0.143485651,10000.0,9,0,0,0,1.0,0.15798344,0,0.7259491432807101,70,0.0,0.1594553795226614,9523.876364895812,9.0,1.0,0.0,0.0,1.0,0.15798344,deteriorating,0.6920887,0.15798344,0.6920887,mortgage,secured,real_estate,309981.3965296346,309981.3965296346,0.05729956591032799,141,LGD_MORTGAGE,0.1,0
111,0,0.822798178,54,0,0.943071369,3600.0,20,3,2,1,1.0,0.9407145,0,0.786221854675157,56,0.0,0.8316445177754069,3727.1231351217734,20.0,3.0,2.0,1.0,1.0,0.9407145,stable,0.9360562,0.9407145,0.9360562,credit_card,unsecured,,6753.486401861886,6753.486401861886,0.1843123547108195,2,LGD_CREDIT_CARD,0.55,1
112,0,0.237594957,55,0,0.151469252,3300.0,7,0,0,0,0.0,0.2557041,0,0.241180958677432,57,0.0,0.1547115353121056,3508.8472441783706,7.0,0.0,0.0,0.0,0.0,0.2557041,stable,0.77499264,0.2557041,0.77499264,mortgage,secured,real_estate,296650.4620817435,296650.4620817435,0.05865673391933483,156,LGD_MORTGAGE,0.1,1
113,0,0.968561258,49,0,0.133397313,8335.0,4,0,0,1,1.0,0.7669905,0,0.976572673380638,51,0.0,0.13435764542696862,8701.34916091623,4.0,0.0,0.0,1.0,1.0,0.7669905,stable,0.8652667,0.7669905,0.8652667,credit_card,unsecured,,1562.8155428834013,1562.8155428834013,0.18295008618311245,39,LGD_CREDIT_CARD,0.55,1
114,0,0.930027989,29,0,0.333833083,2000.0,4,0,0,0,0.0,0.5251606,0,0.8957416702301698,31,0.0,0.3242556666929901,2216.8340224237186,4.0,0.0,0.0,0.0,0.0,0.5251606,stable,0.51493734,0.5251606,0.51493734,credit_card,unsecured,,2422.0541894073967,2422.0541894073967,0.17070268043982553,3,LGD_CREDIT_CARD,0.55,0
115,0,0.02623575,63,0,0.007635253,4583.0,7,0,0,0,0.0,0.077209465,0,0.02897793192615809,65,1.0,0.008471190307126564,4692.340870455315,7.0,0.0,0.0,0.0,0.0,0.077209465,deteriorating,0.052510124,0.077209465,0.052510124,auto_loan,secured,vehicle,34306.39918833256,34306.39918833256,0.06195853115544347,60,LGD_AUTO,0.25,0
116,0,0.861055556,51,1,0.352599179,5847.0,16,0,0,0,0.0,0.803963,0,0.86682652222066,53,1.0,0.3445352869311711,6301.6787031277545,16.0,0.0,0.0,0.0,0.0,0.803963,stable,0.772574,0.803963,0.772574,credit_card,unsecured,,6686.650073318192,6686.650073318192,0.17949975932211154,37,LGD_CREDIT_CARD,0.55,0
117,0,0.9999999,71,0,0.469458988,9167.0,4,0,2,0,0.0,0.28903058,0,0.9628714588118445,73,0.0,0.48213167170073973,10179.928101000954,4.0,0.0,2.0,0.0,0.0,0.28903058,stable,0.21396609,0.28903058,0.21396609,credit_card,unsecured,,10609.785451392474,10609.785451392474,0.1482048890079836,18,LGD_CREDIT_CARD,0.55,0
118,0,0.558110472,42,0,0.038080334,3833.0,4,0,0,0,4.0,0.54535824,0,0.601887901541715,44,0.0,0.03773503039491499,3959.729907682264,4.0,0.0,0.0,0.0,4.0,0.54535824,stable,0.8726321,0.54535824,0.8726321,credit_card,unsecured,,18061.047015811764,18061.047015811764,0.1868000889432834,2,LGD_CREDIT_CARD,0.55,1
119,0,0.103714071,58,0,0.234177854,9906.0,26,0,2,0,0.0,0.1631651,0,0.10407088249764405,60,0.0,0.27283372432153413,11218.136649137685,26.0,0.0,2.0,0.0,0.0,0.1631651,improving,0.15215515,0.1631651,0.15215515,credit_card,unsecured,,2005.8301156905907,2005.8301156905907,0.1721158786032696,6,LGD_CREDIT_CARD,0.55,1
120,0,0.054696594,59,0,0.264021247,6400.0,18,0,1,0,3.0,0.1506353,0,0.05291844621770004,61,0.0,0.27163265044083207,6506.704585914437,18.0,0.0,1.0,0.0,3.0,0.1506353,stable,0.07680709,0.1506353,0.07680709,credit_card,unsecured,,6335.492633145454,6335.492633145454,0.1753280020094722,14,LGD_CREDIT_CARD,0.55,0
121,0,0.084037973,71,0,1.092529389,2636.0,18,0,2,0,0.0,0.24673875,0,0.08680339379725305,73,0.0,1.1865085524069656,2654.6517925909397,18.0,0.0,2.0,0.0,0.0,0.24673875,stable,0.8923674,0.24673875,0.8923674,credit_card,unsecured,,13115.406325153797,13115.406325153797,0.18458864739495442,5,LGD_CREDIT_CARD,0.55,1
122,0,0.022244284,58,0,0.078427016,4500.0,8,0,0,0,2.0,0.099242575,0,0.023570148117555235,60,0.0,0.08892690937165534,4537.39312210555,8.0,1.0,0.0,1.0,2.0,0.099242575,deteriorating,0.0964518,0.099242575,0.0964518,credit_card,unsecured,,7466.386174174139,7466.386174174139,0.20445592821614156,22,LGD_CREDIT_CARD,0.55,0
123,0,0.007189449,40,0,0.299041336,9700.0,11,0,2,0,2.0,0.09102916,0,0.005246892282955289,42,0.0,0.2892621624151237,10362.563845315397,11.0,0.0,2.0,0.0,2.0,0.09102916,improving,0.2494198,0.09102916,0.2494198,credit_card,unsecured,,2614.4603460651124,2614.4603460651124,0.17335254384462012,11,LGD_CREDIT_CARD,0.55,0
124,0,0.119103305,56,0,0.497229917,4331.0,16,0,2,0,1.0,0.24890913,0,0.11613474757074684,58,0.0,0.4066577910079972,5342.131842307376,16.0,0.0,2.0,0.0,1.0,0.24890913,improving,0.71974564,0.24890913,0.71974564,credit_card,unsecured,,2624.9397155780175,2624.9397155780175,0.19005084801412647,11,LGD_CREDIT_CARD,0.55,1
125,0,0.191137775,45,2,1.228532485,2200.0,11,0,1,0,2.0,0.70860374,0,0.18932777270460197,47,2.0,1.2525519519908466,2187.0467505274137,11.0,0.0,1.0,0.0,2.0,0.70860374,stable,0.68931997,0.70860374,0.68931997,credit_card,unsecured,,2042.4034824580046,2042.4034824580046,0.17690635835559523,11,LGD_CREDIT_CARD,0.55,1
126,0,0.9999999,49,1,1.117339529,3442.0,5,0,1,0,2.0,0.72984225,0,0.7256888605288557,51,1.0,1.0084564545750172,3765.8515686662045,5.0,0.0,1.0,0.0,2.0,0.72984225,improving,0.7740196,0.72984225,0.7740196,credit_card,unsecured,,1837.687213486326,1837.687213486326,0.15752148175835645,42,LGD_CREDIT_CARD,0.55,1
127,0,0.024931671,39,0,0.555737705,4879.0,6,0,3,0,2.0,0.27098456,0,0.025889708169732704,41,0.0,0.5824316136396444,5139.520467273131,6.0,0.0,3.0,0.0,2.0,0.27098456,stable,0.51167226,0.27098456,0.51167226,credit_card,unsecured,,20634.330785131093,20634.330785131093,0.21741367812089885,10,LGD_CREDIT_CARD,0.55,1
128,0,0.041247422,54,0,0.002279818,8333.0,3,0,0,0,0.0,0.07660684,0,0.033005559586675864,56,0.0,0.001516125138580512,10031.719250935083,3.0,0.0,0.0,0.0,0.0,0.07660684,improving,0.074248366,0.07660684,0.074248366,credit_card,unsecured,,1671.7133866402976,1671.7133866402976,0.19586381580549694,44,LGD_CREDIT_CARD,0.55,0
129,0,0.625966251,40,0,0.043387199,48700.0,11,0,2,0,0.0,0.45778272,0,0.5933658155762349,42,0.0,0.047043366423185816,53522.73428275492,11.0,0.0,2.0,0.0,0.0,0.45778272,stable,0.5976326,0.45778272,0.5976326,credit_card,unsecured,,19159.958809936088,19159.958809936088,0.18516294838265232,6,LGD_CREDIT_CARD,0.55,1
130,0,0.514817451,48,0,0.764411811,6400.0,19,0,1,0,1.0,0.66733176,0,0.5124607423264822,50,0.0,0.7226810268907896,7488.093923770831,19.0,0.0,1.0,0.0,1.0,0.66733176,stable,0.8701908,0.66733176,0.8701908,credit_card,unsecured,,1418.142114560507,1418.142114560507,0.22844712451588634,31,LGD_CREDIT_CARD,0.55,1
131,0,0.002367408,40,0,0.585828343,1001.0,12,0,0,0,0.0,0.1685352,0,0.001839665574152987,42,0.0,0.524059263923211,1129.6974037642353,12.0,0.0,0.0,0.0,0.0,0.1685352,improving,0.12852485,0.1685352,0.12852485,mortgage,secured,real_estate,345721.7957732663,345721.7957732663,0.060632476036524975,152,LGD_MORTGAGE,0.1,0
132,0,0.17259292,60,0,0.144097679,19000.0,12,0,2,0,0.0,0.0682803,0,0.18235173579450853,62,0.0,0.128682261603948,20943.43010177197,12.0,0.0,2.0,0.0,0.0,0.0682803,stable,0.25113222,0.0682803,0.25113222,credit_card,unsecured,,10786.659053250536,10786.659053250536,0.20252017007862452,15,LGD_CREDIT_CARD,0.55,0
133,0,0.172293148,50,0,0.829564682,6500.0,21,0,4,0,0.0,0.5131349,0,0.18311060860576642,52,1.0,1.0134895645389808,6016.271942847513,21.0,1.0,4.0,1.0,0.0,0.5131349,deteriorating,0.41725102,0.5131349,0.41725102,mortgage,secured,real_estate,254599.33784537754,254599.33784537754,0.05480602322943147,97,LGD_MORTGAGE,0.1,1
134,0,0.104464253,50,0,0.48193096,7415.0,20,0,2,0,2.0,0.18279281,0,0.10515800372946403,52,0.0,0.49992308967163773,7549.705085666771,20.0,0.0,2.0,0.0,2.0,0.18279281,stable,0.17459999,0.18279281,0.17459999,credit_card,unsecured,,3462.6239370465787,3462.6239370465787,0.22771312685824494,5,LGD_CREDIT_CARD,0.55,0
135,0,0.038919167,32,0,0.158508159,8150.0,5,0,1,0,2.0,0.06552034,0,0.04000260547608218,34,0.0,0.15374602884010458,8546.785728430455,5.0,0.0,1.0,0.0,2.0,0.06552034,stable,0.10979452,0.06552034,0.10979452,credit_card,unsecured,,12337.017984047574,12337.017984047574,0.15489374292878133,12,LGD_CREDIT_CARD,0.55,1
136,0,0.006891076,87,0,0.005994006,1000.0,10,0,0,0,0.0,0.06368114,0,0.006748583393231645,89,0.0,0.006329374489164038,1025.2421779200813,10.0,0.0,0.0,0.0,0.0,0.06368114,stable,0.25492367,0.06368114,0.25492367,credit_card,unsecured,,18697.728004339202,18697.728004339202,0.1949447340784594,33,LGD_CREDIT_CARD,0.55,0
137,0,0.509936183,38,0,0.801389327,3166.0,7,0,2,0,1.0,0.45747033,0,0.42976686684940996,40,0.0,0.7524857711052411,3638.6272561804985,7.0,0.0,2.0,0.0,1.0,0.45747033,improving,0.47989434,0.45747033,0.47989434,credit_card,unsecured,,5991.082076258109,5991.082076258109,0.1872761075484402,9,LGD_CREDIT_CARD,0.55,1
138,0,0.070283889,57,0,0.53444789,7416.0,9,0,3,0,1.0,0.2892306,0,0.06739387123264684,59,0.0,0.5920461859127659,7114.9358143682275,9.0,0.0,3.0,0.0,1.0,0.2892306,deteriorating,0.1877446,0.2892306,0.1877446,credit_card,unsecured,,8625.678633783213,8625.678633783213,0.20821564506824036,23,LGD_CREDIT_CARD,0.55,1
139,0,0.481633336,52,0,0.313835771,5333.0,3,0,1,0,0.0,0.23684905,0,0.5996132530570613,54,0.0,0.33448005811201453,5366.983922599799,3.0,0.0,1.0,1.0,0.0,0.23684905,deteriorating,0.21310994,0.23684905,0.21310994,credit_card,unsecured,,2732.986050970087,2732.986050970087,0.21933978625717215,9,LGD_CREDIT_CARD,0.55,1
140,0,0.335712013,41,0,0.648859731,3200.0,3,0,2,0,0.0,0.28273824,0,0.30711134811056784,43,0.0,0.5339039708951839,3412.0270008306825,3.0,0.0,2.0,0.0,0.0,0.28273824,improving,0.28252354,0.28273824,0.28252354,mortgage,secured,real_estate,234164.39364302726,234164.39364302726,0.061180692815239,92,LGD_MORTGAGE,0.1,0
141,0,0.0,30,1,0.678464307,5000.0,13,0,2,0,0.0,0.5997144,0,0.0,32,1.0,0.6999513972948387,5102.157191173346,13.0,0.0,2.0,0.0,0.0,0.5997144,stable,0.8023382,0.5997144,0.8023382,mortgage,secured,real_estate,693749.2652037432,693749.2652037432,0.05018821783909769,237,LGD_MORTGAGE,0.1,0
142,0,0.114706004,80,0,0.117110544,2740.0,2,0,0,0,0.0,0.06498924,0,0.12064556459180943,82,0.0,0.11449673212196287,2687.014429947604,2.0,0.0,0.0,0.0,0.0,0.06498924,stable,0.0655813,0.06498924,0.0655813,credit_card,unsecured,,2775.582176626285,2775.582176626285,0.18639048141682085,3,LGD_CREDIT_CARD,0.55,0
143,0,0.0,56,0,0.733152828,3323.0,12,0,1,0,1.0,0.24418677,0,0.0,58,0.0,0.7076194248846545,3490.6815636818856,12.0,0.0,1.0,0.0,1.0,0.24418677,stable,0.21246418,0.24418677,0.21246418,credit_card,unsecured,,2989.1847729671704,2989.1847729671704,0.20246881943006875,28,LGD_CREDIT_CARD,0.55,0
144,0,0.029424906,69,0,0.486895925,6600.0,10,0,1,0,0.0,0.05636108,0,0.029032957477060785,71,0.0,0.5010413769361204,8027.693308710325,10.0,0.0,1.0,0.0,0.0,0.05636108,improving,0.07155636,0.05636108,0.07155636,mortgage,secured,real_estate,247293.12668075706,247293.12668075706,0.058142851900179614,66,LGD_MORTGAGE,0.1,1
145,0,0.023462917,41,0,0.532546745,10000.0,10,0,3,0,0.0,0.31018054,0,0.02493055500482627,43,0.0,0.5093750781284667,10539.527658465051,10.0,0.0,3.0,0.0,0.0,0.31018054,stable,0.25059223,0.31018054,0.25059223,auto_loan,secured,vehicle,56152.64493171862,56152.64493171862,0.06359001316599558,45,LGD_AUTO,0.25,0
